Target,Source1,Source2,BDeu
AT4G18780,AT1G28520,AT5G60890,-29.6625317941544
AT4G18780,AT1G28520,AT5G61420,-29.6625317941544
AT4G18780,AT1G28520,AT5G61590,-29.6625317941544
AT4G18780,AT1G28520,AT5G66700,-29.6625317941544
AT4G18780,AT1G30650,AT1G34670,-29.6625317941544
AT4G18780,AT1G30650,AT1G43700,-29.6625317941544
AT4G18780,AT1G30650,AT1G50420,-29.6625317941544
AT4G18780,AT1G30650,AT1G59750,-29.6625317941544
AT4G18780,AT1G30650,AT1G65300,-29.6625317941544
AT4G18780,AT1G30650,AT1G65330,-29.6625317941544
AT4G18780,AT1G30650,AT1G65620,-29.6625317941544
AT4G18780,AT1G30650,AT1G67710,-29.6625317941544
AT4G18780,AT1G30650,AT1G72450,-29.6625317941544
AT4G18780,AT1G30650,AT1G74650,-29.6625317941544
AT4G18780,AT1G30650,AT1G75080,-29.6625317941544
AT4G18780,AT1G30650,AT1G75490,-29.6625317941544
AT4G18780,AT1G30650,AT1G79700,-29.6625317941544
AT4G18780,AT1G30650,AT2G04890,-29.6625317941544
AT4G18780,AT1G30650,AT2G14210,-29.6625317941544
AT4G18780,AT1G30650,AT2G18350,-29.6625317941544
AT4G18780,AT1G30650,AT2G23290,-29.6625317941544
AT4G18780,AT1G30650,AT2G24260,-29.6625317941544
AT4G18780,AT1G30650,AT2G28200,-29.6625317941544
AT4G18780,AT1G30650,AT2G34140,-29.6625317941544
AT4G18780,AT1G30650,AT2G36890,-29.6625317941544
AT4G18780,AT1G30650,AT2G40220,-29.6625317941544
AT4G18780,AT1G30650,AT2G44940,-29.6625317941544
AT4G18780,AT1G30650,AT3G04060,-29.6625317941544
AT4G18780,AT1G30650,AT3G11580,-29.6625317941544
AT4G18780,AT1G30650,AT3G15500,-29.6625317941544
AT4G18780,AT1G30650,AT3G16350,-29.6625317941544
AT4G18780,AT1G30650,AT3G16857,-29.6625317941544
AT4G18780,AT1G30650,AT3G18400,-29.6625317941544
AT4G18780,AT1G30650,AT3G24120,-29.6625317941544
AT4G18780,AT1G30650,AT3G29035,-29.6625317941544
AT4G18780,AT1G30650,AT3G56980,-29.6625317941544
AT4G18780,AT1G30650,AT4G00050,-29.6625317941544
AT4G18780,AT1G30650,AT4G01720,-29.6625317941544
AT4G18780,AT1G30650,AT4G28140,-29.6625317941544
AT4G18780,AT1G30650,AT4G30980,-29.6625317941544
AT4G18780,AT1G30650,AT4G36780,-29.6625317941544
AT4G18780,AT1G30650,AT4G37260,-29.6625317941544
AT4G18780,AT1G30650,AT4G37610,-29.6625317941544
AT4G18780,AT1G30650,AT5G07100,-29.6625317941544
AT4G18780,AT1G30650,AT5G13330,-29.6625317941544
AT4G18780,AT1G30650,AT5G13790,-29.6625317941544
AT4G18780,AT1G30650,AT5G17430,-29.6625317941544
AT4G18780,AT1G30650,AT5G21120,-29.6625317941544
AT4G18780,AT1G30650,AT5G25190,-29.6625317941544
AT4G18780,AT1G30650,AT5G44160,-29.6625317941544
AT4G18780,AT1G30650,AT5G46710,-29.6625317941544
AT4G18780,AT1G30650,AT5G47390,-29.6625317941544
AT4G18780,AT1G30650,AT5G53950,-29.6625317941544
AT4G18780,AT1G30650,AT5G57620,-29.6625317941544
AT4G18780,AT1G30650,AT5G59820,-29.6625317941544
AT4G18780,AT1G30650,AT5G60890,-29.6625317941544
AT4G18780,AT1G30650,AT5G61420,-29.6625317941544
AT4G18780,AT1G30650,AT5G61590,-29.6625317941544
AT4G18780,AT1G30650,AT5G66700,-29.6625317941544
AT4G18780,AT1G34670,AT1G43700,-29.6625317941544
AT4G18780,AT1G34670,AT1G50420,-29.6625317941544
AT4G18780,AT1G34670,AT1G59750,-29.6625317941544
AT4G18780,AT1G34670,AT1G65300,-29.6625317941544
AT4G18780,AT1G34670,AT1G65330,-29.6625317941544
AT4G18780,AT1G34670,AT1G65620,-29.6625317941544
AT4G18780,AT1G34670,AT1G67710,-29.6625317941544
AT4G18780,AT1G34670,AT1G72450,-29.6625317941544
AT4G18780,AT1G34670,AT1G74650,-29.6625317941544
AT4G18780,AT1G34670,AT1G75080,-29.6625317941544
AT4G18780,AT1G34670,AT1G75490,-29.6625317941544
AT4G18780,AT1G34670,AT1G77640,-29.6625317941544
AT4G18780,AT1G34670,AT1G79700,-29.6625317941544
AT4G18780,AT1G34670,AT2G04890,-29.6625317941544
AT4G18780,AT1G34670,AT2G14210,-29.6625317941544
AT4G18780,AT1G34670,AT2G18350,-29.6625317941544
AT4G18780,AT1G34670,AT2G23290,-29.6625317941544
AT4G18780,AT1G34670,AT2G24260,-29.6625317941544
AT4G18780,AT1G34670,AT2G28200,-29.6625317941544
AT4G18780,AT1G34670,AT2G34140,-29.6625317941544
AT4G18780,AT1G34670,AT2G36890,-29.6625317941544
AT4G18780,AT1G34670,AT2G40220,-29.6625317941544
AT4G18780,AT1G34670,AT2G44940,-29.6625317941544
AT4G18780,AT1G34670,AT3G04060,-29.6625317941544
AT4G18780,AT1G34670,AT3G11580,-29.6625317941544
AT4G18780,AT1G34670,AT3G15500,-29.6625317941544
AT4G18780,AT1G34670,AT3G16350,-29.6625317941544
AT4G18780,AT1G34670,AT3G16857,-29.6625317941544
AT4G18780,AT1G34670,AT3G18400,-29.6625317941544
AT4G18780,AT1G34670,AT3G24120,-29.6625317941544
AT4G18780,AT1G34670,AT3G29035,-29.6625317941544
AT4G18780,AT1G34670,AT3G56980,-29.6625317941544
AT4G18780,AT1G34670,AT4G00050,-29.6625317941544
AT4G18780,AT1G34670,AT4G01720,-29.6625317941544
AT4G18780,AT1G34670,AT4G28140,-29.6625317941544
AT4G18780,AT1G34670,AT4G30980,-29.6625317941544
AT4G18780,AT1G34670,AT4G36780,-29.6625317941544
AT4G18780,AT1G34670,AT4G37260,-29.6625317941544
AT4G18780,AT1G34670,AT4G37610,-29.6625317941544
AT4G18780,AT1G34670,AT5G07100,-29.6625317941544
AT4G18780,AT1G34670,AT5G13330,-29.6625317941544
AT4G18780,AT1G34670,AT5G13790,-29.6625317941544
AT4G18780,AT1G34670,AT5G17430,-29.6625317941544
AT4G18780,AT1G34670,AT5G21120,-29.6625317941544
AT4G18780,AT1G34670,AT5G25190,-29.6625317941544
AT4G18780,AT1G34670,AT5G44160,-29.6625317941544
AT4G18780,AT1G34670,AT5G46710,-29.6625317941544
AT4G18780,AT1G34670,AT5G47390,-29.6625317941544
AT4G18780,AT1G34670,AT5G53950,-29.6625317941544
AT4G18780,AT1G34670,AT5G57620,-29.6625317941544
AT4G18780,AT1G34670,AT5G59820,-29.6625317941544
AT4G18780,AT1G34670,AT5G60890,-29.6625317941544
AT4G18780,AT1G34670,AT5G61420,-29.6625317941544
AT4G18780,AT1G34670,AT5G61590,-29.6625317941544
AT4G18780,AT1G34670,AT5G66700,-29.6625317941544
AT4G18780,AT1G43700,AT1G50420,-29.6625317941544
AT4G18780,AT1G43700,AT1G59750,-29.6625317941544
AT4G18780,AT1G43700,AT1G65300,-29.6625317941544
AT4G18780,AT1G43700,AT1G65330,-29.6625317941544
AT4G18780,AT1G43700,AT1G65620,-29.6625317941544
AT4G18780,AT1G43700,AT1G67710,-29.6625317941544
AT4G18780,AT1G43700,AT1G72450,-29.6625317941544
AT4G18780,AT1G43700,AT1G74650,-29.6625317941544
AT4G18780,AT1G43700,AT1G75080,-29.6625317941544
AT4G18780,AT1G43700,AT1G75490,-29.6625317941544
AT4G18780,AT1G43700,AT1G79700,-29.6625317941544
AT4G18780,AT1G43700,AT2G04890,-29.6625317941544
AT4G18780,AT1G43700,AT2G14210,-29.6625317941544
AT4G18780,AT1G43700,AT2G18350,-29.6625317941544
AT4G18780,AT1G43700,AT2G23290,-29.6625317941544
AT4G18780,AT1G43700,AT2G24260,-29.6625317941544
AT4G18780,AT1G43700,AT2G28200,-29.6625317941544
AT4G18780,AT1G43700,AT2G34140,-29.6625317941544
AT4G18780,AT1G43700,AT2G36890,-29.6625317941544
AT4G18780,AT1G43700,AT2G40220,-29.6625317941544
AT4G18780,AT1G43700,AT2G44940,-29.6625317941544
AT4G18780,AT1G43700,AT3G04060,-29.6625317941544
AT4G18780,AT1G43700,AT3G11580,-29.6625317941544
AT4G18780,AT1G43700,AT3G15500,-29.6625317941544
AT4G18780,AT1G43700,AT3G16350,-29.6625317941544
AT4G18780,AT1G43700,AT3G16857,-29.6625317941544
AT4G18780,AT1G43700,AT3G18400,-29.6625317941544
AT4G18780,AT1G43700,AT3G24120,-29.6625317941544
AT4G18780,AT1G43700,AT3G29035,-29.6625317941544
AT4G18780,AT1G43700,AT3G56980,-29.6625317941544
AT4G18780,AT1G43700,AT4G00050,-29.6625317941544
AT4G18780,AT1G43700,AT4G01720,-29.6625317941544
AT4G18780,AT1G43700,AT4G28140,-29.6625317941544
AT4G18780,AT1G43700,AT4G30980,-29.6625317941544
AT4G18780,AT1G43700,AT4G36780,-29.6625317941544
AT4G18780,AT1G43700,AT4G37260,-29.6625317941544
AT4G18780,AT1G43700,AT4G37610,-29.6625317941544
AT4G18780,AT1G43700,AT5G07100,-29.6625317941544
AT4G18780,AT1G43700,AT5G13330,-29.6625317941544
AT4G18780,AT1G43700,AT5G13790,-29.6625317941544
AT4G18780,AT1G43700,AT5G17430,-29.6625317941544
AT4G18780,AT1G43700,AT5G21120,-29.6625317941544
AT4G18780,AT1G43700,AT5G25190,-29.6625317941544
AT4G18780,AT1G43700,AT5G44160,-29.6625317941544
AT4G18780,AT1G43700,AT5G46710,-29.6625317941544
AT4G18780,AT1G43700,AT5G47390,-29.6625317941544
AT4G18780,AT1G43700,AT5G53950,-29.6625317941544
AT4G18780,AT1G43700,AT5G57620,-29.6625317941544
AT4G18780,AT1G43700,AT5G59820,-29.6625317941544
AT4G18780,AT1G43700,AT5G60890,-29.6625317941544
AT4G18780,AT1G43700,AT5G61420,-29.6625317941544
AT4G18780,AT1G43700,AT5G61590,-29.6625317941544
AT4G18780,AT1G43700,AT5G66700,-29.6625317941544
AT4G18780,AT1G50420,AT1G59750,-29.6625317941544
AT4G18780,AT1G50420,AT1G65300,-29.6625317941544
AT4G18780,AT1G50420,AT1G65330,-29.6625317941544
AT4G18780,AT1G50420,AT1G65620,-29.6625317941544
AT4G18780,AT1G50420,AT1G67710,-29.6625317941544
AT4G18780,AT1G50420,AT1G72450,-29.6625317941544
AT4G18780,AT1G50420,AT1G74650,-29.6625317941544
AT4G18780,AT1G50420,AT1G75080,-29.6625317941544
AT4G18780,AT1G50420,AT1G75490,-29.6625317941544
AT4G18780,AT1G50420,AT1G79700,-29.6625317941544
AT4G18780,AT1G50420,AT2G04890,-29.6625317941544
AT4G18780,AT1G50420,AT2G14210,-29.6625317941544
AT4G18780,AT1G50420,AT2G18350,-29.6625317941544
AT4G18780,AT1G50420,AT2G23290,-29.6625317941544
AT4G18780,AT1G50420,AT2G24260,-29.6625317941544
AT4G18780,AT1G50420,AT2G28200,-29.6625317941544
AT4G18780,AT1G50420,AT2G34140,-29.6625317941544
AT4G18780,AT1G50420,AT2G36890,-29.6625317941544
AT4G18780,AT1G50420,AT2G40220,-29.6625317941544
AT4G18780,AT1G50420,AT2G44940,-29.6625317941544
AT4G18780,AT1G50420,AT3G04060,-29.6625317941544
AT4G18780,AT1G50420,AT3G11580,-29.6625317941544
AT4G18780,AT1G50420,AT3G15500,-29.6625317941544
AT4G18780,AT1G50420,AT3G16350,-29.6625317941544
AT4G18780,AT1G50420,AT3G16857,-29.6625317941544
AT4G18780,AT1G50420,AT3G18400,-29.6625317941544
AT4G18780,AT1G50420,AT3G24120,-29.6625317941544
AT4G18780,AT1G50420,AT3G29035,-29.6625317941544
AT4G18780,AT1G50420,AT3G56980,-29.6625317941544
AT4G18780,AT1G50420,AT4G00050,-29.6625317941544
AT4G18780,AT1G50420,AT4G01720,-29.6625317941544
AT4G18780,AT1G50420,AT4G28140,-29.6625317941544
AT4G18780,AT1G50420,AT4G30980,-29.6625317941544
AT4G18780,AT1G50420,AT4G36780,-29.6625317941544
AT4G18780,AT1G50420,AT4G37260,-29.6625317941544
AT4G18780,AT1G50420,AT4G37610,-29.6625317941544
AT4G18780,AT1G50420,AT5G07100,-29.6625317941544
AT4G18780,AT1G50420,AT5G13330,-29.6625317941544
AT4G18780,AT1G50420,AT5G13790,-29.6625317941544
AT4G18780,AT1G50420,AT5G17430,-29.6625317941544
AT4G18780,AT1G50420,AT5G21120,-29.6625317941544
AT4G18780,AT1G50420,AT5G25190,-29.6625317941544
AT4G18780,AT1G50420,AT5G44160,-29.6625317941544
AT4G18780,AT1G50420,AT5G46710,-29.6625317941544
AT4G18780,AT1G50420,AT5G47390,-29.6625317941544
AT4G18780,AT1G50420,AT5G53950,-29.6625317941544
AT4G18780,AT1G50420,AT5G57620,-29.6625317941544
AT4G18780,AT1G50420,AT5G59820,-29.6625317941544
AT4G18780,AT1G50420,AT5G60890,-29.6625317941544
AT4G18780,AT1G50420,AT5G61420,-29.6625317941544
AT4G18780,AT1G50420,AT5G61590,-29.6625317941544
AT4G18780,AT1G50420,AT5G66700,-29.6625317941544
AT4G18780,AT1G59750,AT1G65300,-29.6625317941544
AT4G18780,AT1G59750,AT1G65330,-29.6625317941544
AT4G18780,AT1G59750,AT1G65620,-29.6625317941544
AT4G18780,AT1G59750,AT1G67710,-29.6625317941544
AT4G18780,AT1G59750,AT1G72450,-29.6625317941544
AT4G18780,AT1G59750,AT1G74650,-29.6625317941544
AT4G18780,AT1G59750,AT1G75080,-29.6625317941544
AT4G18780,AT1G59750,AT1G75490,-29.6625317941544
AT4G18780,AT1G59750,AT1G79700,-29.6625317941544
AT4G18780,AT1G59750,AT2G04890,-29.6625317941544
AT4G18780,AT1G59750,AT2G14210,-29.6625317941544
AT4G18780,AT1G59750,AT2G18350,-29.6625317941544
AT4G18780,AT1G59750,AT2G23290,-29.6625317941544
AT4G18780,AT1G59750,AT2G24260,-29.6625317941544
AT4G18780,AT1G59750,AT2G28200,-29.6625317941544
AT4G18780,AT1G59750,AT2G34140,-29.6625317941544
AT4G18780,AT1G59750,AT2G36890,-29.6625317941544
AT4G18780,AT1G59750,AT2G40220,-29.6625317941544
AT4G18780,AT1G59750,AT2G44940,-29.6625317941544
AT4G18780,AT1G59750,AT3G04060,-29.6625317941544
AT4G18780,AT1G59750,AT3G11580,-29.6625317941544
AT4G18780,AT1G59750,AT3G15500,-29.6625317941544
AT4G18780,AT1G59750,AT3G16350,-29.6625317941544
AT4G18780,AT1G59750,AT3G16857,-29.6625317941544
AT4G18780,AT1G59750,AT3G18400,-29.6625317941544
AT4G18780,AT1G59750,AT3G24120,-29.6625317941544
AT4G18780,AT1G59750,AT3G29035,-29.6625317941544
AT4G18780,AT1G59750,AT3G56980,-29.6625317941544
AT4G18780,AT1G59750,AT4G00050,-29.6625317941544
AT4G18780,AT1G59750,AT4G01720,-29.6625317941544
AT4G18780,AT1G59750,AT4G28140,-29.6625317941544
AT4G18780,AT1G59750,AT4G30980,-29.6625317941544
AT4G18780,AT1G59750,AT4G36780,-29.6625317941544
AT4G18780,AT1G59750,AT4G37260,-29.6625317941544
AT4G18780,AT1G59750,AT4G37610,-29.6625317941544
AT4G18780,AT1G59750,AT5G07100,-29.6625317941544
AT4G18780,AT1G59750,AT5G13330,-29.6625317941544
AT4G18780,AT1G59750,AT5G13790,-29.6625317941544
AT4G18780,AT1G59750,AT5G17430,-29.6625317941544
AT4G18780,AT1G59750,AT5G21120,-29.6625317941544
AT4G18780,AT1G59750,AT5G25190,-29.6625317941544
AT4G18780,AT1G59750,AT5G44160,-29.6625317941544
AT4G18780,AT1G59750,AT5G46710,-29.6625317941544
AT4G18780,AT1G59750,AT5G47390,-29.6625317941544
AT4G18780,AT1G59750,AT5G53950,-29.6625317941544
AT4G18780,AT1G59750,AT5G57620,-29.6625317941544
AT4G18780,AT1G59750,AT5G59820,-29.6625317941544
AT4G18780,AT1G59750,AT5G60890,-29.6625317941544
AT4G18780,AT1G59750,AT5G61420,-29.6625317941544
AT4G18780,AT1G59750,AT5G61590,-29.6625317941544
AT4G18780,AT1G59750,AT5G66700,-29.6625317941544
AT4G18780,AT1G65300,AT1G65330,-29.6625317941544
AT4G18780,AT1G65300,AT1G65620,-29.6625317941544
AT4G18780,AT1G65300,AT1G67710,-29.6625317941544
AT4G18780,AT1G65300,AT1G72450,-29.6625317941544
AT4G18780,AT1G65300,AT1G74650,-29.6625317941544
AT4G18780,AT1G65300,AT1G75080,-29.6625317941544
AT4G18780,AT1G65300,AT1G75490,-29.6625317941544
AT4G18780,AT1G65300,AT1G79700,-29.6625317941544
AT4G18780,AT1G65300,AT2G04890,-29.6625317941544
AT4G18780,AT1G65300,AT2G14210,-29.6625317941544
AT4G18780,AT1G65300,AT2G18350,-29.6625317941544
AT4G18780,AT1G65300,AT2G23290,-29.6625317941544
AT4G18780,AT1G65300,AT2G24260,-29.6625317941544
AT4G18780,AT1G65300,AT2G28200,-29.6625317941544
AT4G18780,AT1G65300,AT2G34140,-29.6625317941544
AT4G18780,AT1G65300,AT2G36890,-29.6625317941544
AT4G18780,AT1G65300,AT2G40220,-29.6625317941544
AT4G18780,AT1G65300,AT2G44940,-29.6625317941544
AT4G18780,AT1G65300,AT3G04060,-29.6625317941544
AT4G18780,AT1G65300,AT3G11580,-29.6625317941544
AT4G18780,AT1G65300,AT3G15500,-29.6625317941544
AT4G18780,AT1G65300,AT3G16350,-29.6625317941544
AT4G18780,AT1G65300,AT3G16857,-29.6625317941544
AT4G18780,AT1G65300,AT3G18400,-29.6625317941544
AT4G18780,AT1G65300,AT3G24120,-29.6625317941544
AT4G18780,AT1G65300,AT3G29035,-29.6625317941544
AT4G18780,AT1G65300,AT3G56980,-29.6625317941544
AT4G18780,AT1G65300,AT4G00050,-29.6625317941544
AT4G18780,AT1G65300,AT4G01720,-29.6625317941544
AT4G18780,AT1G65300,AT4G28140,-29.6625317941544
AT4G18780,AT1G65300,AT4G30980,-29.6625317941544
AT4G18780,AT1G65300,AT4G36780,-29.6625317941544
AT4G18780,AT1G65300,AT4G37260,-29.6625317941544
AT4G18780,AT1G65300,AT4G37610,-29.6625317941544
AT4G18780,AT1G65300,AT5G07100,-29.6625317941544
AT4G18780,AT1G65300,AT5G13330,-29.6625317941544
AT4G18780,AT1G65300,AT5G13790,-29.6625317941544
AT4G18780,AT1G65300,AT5G17430,-29.6625317941544
AT4G18780,AT1G65300,AT5G21120,-29.6625317941544
AT4G18780,AT1G65300,AT5G25190,-29.6625317941544
AT4G18780,AT1G65300,AT5G44160,-29.6625317941544
AT4G18780,AT1G65300,AT5G46710,-29.6625317941544
AT4G18780,AT1G65300,AT5G47390,-29.6625317941544
AT4G18780,AT1G65300,AT5G53950,-29.6625317941544
AT4G18780,AT1G65300,AT5G57620,-29.6625317941544
AT4G18780,AT1G65300,AT5G59820,-29.6625317941544
AT4G18780,AT1G65300,AT5G60890,-29.6625317941544
AT4G18780,AT1G65300,AT5G61420,-29.6625317941544
AT4G18780,AT1G65300,AT5G61590,-29.6625317941544
AT4G18780,AT1G65300,AT5G66700,-29.6625317941544
AT4G18780,AT1G65330,AT1G65620,-29.6625317941544
AT4G18780,AT1G65330,AT1G67710,-29.6625317941544
AT4G18780,AT1G65330,AT1G72450,-29.6625317941544
AT4G18780,AT1G65330,AT1G74650,-29.6625317941544
AT4G18780,AT1G65330,AT1G75080,-29.6625317941544
AT4G18780,AT1G65330,AT1G75490,-29.6625317941544
AT4G18780,AT1G65330,AT1G79700,-29.6625317941544
AT4G18780,AT1G65330,AT2G04890,-29.6625317941544
AT4G18780,AT1G65330,AT2G14210,-29.6625317941544
AT4G18780,AT1G65330,AT2G18350,-29.6625317941544
AT4G18780,AT1G65330,AT2G23290,-29.6625317941544
AT4G18780,AT1G65330,AT2G24260,-29.6625317941544
AT4G18780,AT1G65330,AT2G28200,-29.6625317941544
AT4G18780,AT1G65330,AT2G29060,-29.6625317941544
AT4G18780,AT1G65330,AT2G31180,-29.6625317941544
AT4G18780,AT1G65330,AT2G34140,-29.6625317941544
AT4G18780,AT1G65330,AT2G36890,-29.6625317941544
AT4G18780,AT1G65330,AT2G40220,-29.6625317941544
AT4G18780,AT1G65330,AT2G44940,-29.6625317941544
AT4G18780,AT1G65330,AT3G04060,-29.6625317941544
AT4G18780,AT1G65330,AT3G11580,-29.6625317941544
AT4G18780,AT1G65330,AT3G14230,-29.6625317941544
AT4G18780,AT1G65330,AT3G15500,-29.6625317941544
AT4G18780,AT1G65330,AT3G16857,-29.6625317941544
AT4G18780,AT1G65330,AT3G18400,-29.6625317941544
AT4G18780,AT1G65330,AT3G24120,-29.6625317941544
AT4G18780,AT1G65330,AT3G29035,-29.6625317941544
AT4G18780,AT1G65330,AT3G56980,-29.6625317941544
AT4G18780,AT1G65330,AT4G00050,-29.6625317941544
AT4G18780,AT1G65330,AT4G01720,-29.6625317941544
AT4G18780,AT1G65330,AT4G28140,-29.6625317941544
AT4G18780,AT1G65330,AT4G30980,-29.6625317941544
AT4G18780,AT1G65330,AT4G36780,-29.6625317941544
AT4G18780,AT1G65330,AT4G37260,-29.6625317941544
AT4G18780,AT1G65330,AT4G37610,-29.6625317941544
AT4G18780,AT1G65330,AT5G07100,-29.6625317941544
AT4G18780,AT1G65330,AT5G13790,-29.6625317941544
AT4G18780,AT1G65330,AT5G14370,-29.6625317941544
AT4G18780,AT1G65330,AT5G17430,-29.6625317941544
AT4G18780,AT1G65330,AT5G21120,-29.6625317941544
AT4G18780,AT1G65330,AT5G25190,-29.6625317941544
AT4G18780,AT1G65330,AT5G44160,-29.6625317941544
AT4G18780,AT1G65330,AT5G46690,-29.6625317941544
AT4G18780,AT1G65330,AT5G47390,-29.6625317941544
AT4G18780,AT1G65330,AT5G53950,-29.6625317941544
AT4G18780,AT1G65330,AT5G57620,-29.6625317941544
AT4G18780,AT1G65330,AT5G59820,-29.6625317941544
AT4G18780,AT1G65330,AT5G60890,-29.6625317941544
AT4G18780,AT1G65330,AT5G61420,-29.6625317941544
AT4G18780,AT1G65330,AT5G61590,-29.6625317941544
AT4G18780,AT1G65330,AT5G66700,-29.6625317941544
AT4G18780,AT1G65620,AT1G67710,-29.6625317941544
AT4G18780,AT1G65620,AT1G72450,-29.6625317941544
AT4G18780,AT1G65620,AT1G74650,-29.6625317941544
AT4G18780,AT1G65620,AT1G75080,-29.6625317941544
AT4G18780,AT1G65620,AT1G75490,-29.6625317941544
AT4G18780,AT1G65620,AT1G77640,-29.6625317941544
AT4G18780,AT1G65620,AT1G79700,-29.6625317941544
AT4G18780,AT1G65620,AT2G04890,-29.6625317941544
AT4G18780,AT1G65620,AT2G14210,-29.6625317941544
AT4G18780,AT1G65620,AT2G18350,-29.6625317941544
AT4G18780,AT1G65620,AT2G23290,-29.6625317941544
AT4G18780,AT1G65620,AT2G24260,-29.6625317941544
AT4G18780,AT1G65620,AT2G28200,-29.6625317941544
AT4G18780,AT1G65620,AT2G34140,-29.6625317941544
AT4G18780,AT1G65620,AT2G36890,-29.6625317941544
AT4G18780,AT1G65620,AT2G40220,-29.6625317941544
AT4G18780,AT1G65620,AT2G44940,-29.6625317941544
AT4G18780,AT1G65620,AT3G04060,-29.6625317941544
AT4G18780,AT1G65620,AT3G11580,-29.6625317941544
AT4G18780,AT1G65620,AT3G15500,-29.6625317941544
AT4G18780,AT1G65620,AT3G16350,-29.6625317941544
AT4G18780,AT1G65620,AT3G16857,-29.6625317941544
AT4G18780,AT1G65620,AT3G18400,-29.6625317941544
AT4G18780,AT1G65620,AT3G24120,-29.6625317941544
AT4G18780,AT1G65620,AT3G29035,-29.6625317941544
AT4G18780,AT1G65620,AT3G56980,-29.6625317941544
AT4G18780,AT1G65620,AT4G00050,-29.6625317941544
AT4G18780,AT1G65620,AT4G01720,-29.6625317941544
AT4G18780,AT1G65620,AT4G28140,-29.6625317941544
AT4G18780,AT1G65620,AT4G30980,-29.6625317941544
AT4G18780,AT1G65620,AT4G36780,-29.6625317941544
AT4G18780,AT1G65620,AT4G37260,-29.6625317941544
AT4G18780,AT1G65620,AT4G37610,-29.6625317941544
AT4G18780,AT1G65620,AT5G07100,-29.6625317941544
AT4G18780,AT1G65620,AT5G13330,-29.6625317941544
AT4G18780,AT1G65620,AT5G13790,-29.6625317941544
AT4G18780,AT1G65620,AT5G17430,-29.6625317941544
AT4G18780,AT1G65620,AT5G21120,-29.6625317941544
AT4G18780,AT1G65620,AT5G25190,-29.6625317941544
AT4G18780,AT1G65620,AT5G44160,-29.6625317941544
AT4G18780,AT1G65620,AT5G46710,-29.6625317941544
AT4G18780,AT1G65620,AT5G47390,-29.6625317941544
AT4G18780,AT1G65620,AT5G53950,-29.6625317941544
AT4G18780,AT1G65620,AT5G57620,-29.6625317941544
AT4G18780,AT1G65620,AT5G59820,-29.6625317941544
AT4G18780,AT1G65620,AT5G60890,-29.6625317941544
AT4G18780,AT1G65620,AT5G61420,-29.6625317941544
AT4G18780,AT1G65620,AT5G61590,-29.6625317941544
AT4G18780,AT1G65620,AT5G66700,-29.6625317941544
AT4G18780,AT1G67710,AT1G72450,-29.6625317941544
AT4G18780,AT1G67710,AT1G74650,-29.6625317941544
AT4G18780,AT1G67710,AT1G75080,-29.6625317941544
AT4G18780,AT1G67710,AT1G75490,-29.6625317941544
AT4G18780,AT1G67710,AT1G79700,-29.6625317941544
AT4G18780,AT1G67710,AT2G04890,-29.6625317941544
AT4G18780,AT1G67710,AT2G14210,-29.6625317941544
AT4G18780,AT1G67710,AT2G18350,-29.6625317941544
AT4G18780,AT1G67710,AT2G23290,-29.6625317941544
AT4G18780,AT1G67710,AT2G24260,-29.6625317941544
AT4G18780,AT1G67710,AT2G28200,-29.6625317941544
AT4G18780,AT1G67710,AT2G34140,-29.6625317941544
AT4G18780,AT1G67710,AT2G36890,-29.6625317941544
AT4G18780,AT1G67710,AT2G40220,-29.6625317941544
AT4G18780,AT1G67710,AT2G44940,-29.6625317941544
AT4G18780,AT1G67710,AT3G04060,-29.6625317941544
AT4G18780,AT1G67710,AT3G11580,-29.6625317941544
AT4G18780,AT1G67710,AT3G15500,-29.6625317941544
AT4G18780,AT1G67710,AT3G16350,-29.6625317941544
AT4G18780,AT1G67710,AT3G16857,-29.6625317941544
AT4G18780,AT1G67710,AT3G18400,-29.6625317941544
AT4G18780,AT1G67710,AT3G24120,-29.6625317941544
AT4G18780,AT1G67710,AT3G29035,-29.6625317941544
AT4G18780,AT1G67710,AT3G56980,-29.6625317941544
AT4G18780,AT1G67710,AT4G00050,-29.6625317941544
AT4G18780,AT1G67710,AT4G01720,-29.6625317941544
AT4G18780,AT1G67710,AT4G28140,-29.6625317941544
AT4G18780,AT1G67710,AT4G30980,-29.6625317941544
AT4G18780,AT1G67710,AT4G36780,-29.6625317941544
AT4G18780,AT1G67710,AT4G37260,-29.6625317941544
AT4G18780,AT1G67710,AT4G37610,-29.6625317941544
AT4G18780,AT1G67710,AT5G07100,-29.6625317941544
AT4G18780,AT1G67710,AT5G13330,-29.6625317941544
AT4G18780,AT1G67710,AT5G13790,-29.6625317941544
AT4G18780,AT1G67710,AT5G17430,-29.6625317941544
AT4G18780,AT1G67710,AT5G21120,-29.6625317941544
AT4G18780,AT1G67710,AT5G25190,-29.6625317941544
AT4G18780,AT1G67710,AT5G44160,-29.6625317941544
AT4G18780,AT1G67710,AT5G46710,-29.6625317941544
AT4G18780,AT1G67710,AT5G47390,-29.6625317941544
AT4G18780,AT1G67710,AT5G53950,-29.6625317941544
AT4G18780,AT1G67710,AT5G57620,-29.6625317941544
AT4G18780,AT1G67710,AT5G59820,-29.6625317941544
AT4G18780,AT1G67710,AT5G60890,-29.6625317941544
AT4G18780,AT1G67710,AT5G61420,-29.6625317941544
AT4G18780,AT1G67710,AT5G61590,-29.6625317941544
